,Unnamed: 0,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years,exchange,industry,sector,share_volume,trade_volume,market_cap,highlow_today,highlow_52,previous_close,_pe,_yield,_eps,_annualized_dividend
251,251,MSCI,31,10/10/2014,05/12/2022,2.935483870967742,$1.04,52.63157894736841,1,2014,8,NYSE,Finance,Advertising,"630,817","488,666","35,112,612,763",$432.92/$417.83,$679.85/$376.41,$416.71,47.38,1.04%,$9.12,$4.16
252,252,CCOI,40,08/20/2012,05/12/2022,2.925,$0.88,164.28571428571428,1,2012,10,NASDAQ-GS,Consumer Discretionary,Telecommunications Equipment,"950,460","284,737","2,971,991,824",$62.34/$60.40,$80.50/$55.16,$61.12,96.88,5.97%,$0.64,$3.52
253,253,BRKR,26,03/02/2016,05/31/2022,2.8461538461538463,$0.05,25.0,1,2016,6,NASDAQ-GS,Industrials,Biotechnology: Laboratory Analytical Instruments,"1,725,531","740,835","9,579,213,112",$65.78/$63.96,$92.35/$55.80,$64.86,34.51,0.33%,$1.86,$0.20
254,254,BSVN,12,09/30/2019,06/21/2022,2.75,$0.12,400.0,1,2019,3,NASDAQ-GS,Finance,Major Banks,"8,807","19,833","216,184,043",$24.44/$23.27,$27.28/$16.90,$22.91,8.93,2.12%,$2.66,$0.48
255,255,CNP,2,02/16/2022,05/18/2022,3.0,$0.17,-1.4210854715202004e-14,0,2022,9,NYSE,Utilities,Electric Utilities: Central,"5,506,792","6,870,401","18,159,597,505",$29.01/$28.32,$33.00/$24.23,$28.25,11.45,2.45%,$2.52,$0.68
256,256,CXDO,2,02/17/2022,05/26/2022,1.5,$0.005,0.0,0,2022,0,NASDAQ-CM,Consumer Discretionary,Telecommunications Equipment,"12,591","48,594","70,639,402",$3.21/$3.03,$7.20/$2.10,$3.12,0.0,0.64%,$-0.14,$0.02
257,257,SHW,36,08/14/2013,05/19/2022,2.9166666666666665,$0.60,31.395348837209298,1,2013,9,NYSE,Consumer Discretionary,Paints/Coatings,"2,744,257","476,839","60,155,364,513",$231.66/$226.00,$354.15/$214.22,$224.89,33.71,1.08%,$6.86,$2.40
258,258,FRT,36,09/19/2013,06/21/2022,2.9166666666666665,$1.07,11.538461538461531,1,2013,9,NYSE,Real Estate,Real Estate Investment Trusts,"470,269","669,297","7,904,695,094",$99.92/$97.76,$140.51/$92.02,$97.15,30.34,4.54%,$3.28,$4.28
259,259,ABC,36,08/19/2013,05/13/2022,2.9166666666666665,$0.46,23.40425531914893,1,2013,9,NYSE,Health Care,Other Pharmaceuticals,"4,123,372","987,453","31,097,032,863",$149.01/$143.20,$167.19/$111.34,$144.60,18.1,1.27%,$8.20,$1.84
260,260,RNST,90,03/23/2000,06/15/2022,3.0,$0.22,6.25,3,2000,29,NASDAQ-GS,Finance,Major Banks,"702,855","244,219","1,630,605,800",$29.50/$28.68,$42.16/$27.61,$28.57,10.84,3.02%,$2.69,$0.88
261,261,MET,36,08/07/2013,05/09/2022,2.9166666666666665,$0.50,27.272727272727263,1,2013,9,NYSE,Finance,Life Insurance,"6,159,431","5,722,760","52,224,084,568",$64.58/$61.53,$73.18/$55.21,$61.33,8.32,3.24%,$7.72,$2.00
262,262,VLO,36,08/12/2013,05/11/2022,2.9166666666666665,$0.98,45.45454545454544,1,2013,9,NYSE,Energy,Integrated oil Companies,"15,070,026","4,479,070","42,413,460,515",$108.46/$103.16,$146.81/$58.85,$104.53,16.79,3.46%,$6.19,$3.92
263,263,ITI,1,11/03/1997,11/03/1997,0.0,$11.275,0.0,0,1997,25,NASDAQ-CM,Telecommunications,Telecommunications Equipment,"5,828,551","277,240","127,288,791",$3.20/$2.95,$7.01/$2.40,$3.05,0.0,N/A,$-0.17,N/A
264,264,PDCE,5,06/09/2021,06/08/2022,2.4,$0.35,416.66666666666674,0,2021,1,NASDAQ-GS,Energy,Oil & Gas Production,"15,419,384","1,346,131","5,942,465,438",$61.74/$57.65,$89.22/$34.52,$59.07,11.92,2.29%,$5.02,$1.40
265,265,HIBB,5,07/07/2021,06/08/2022,2.2,$0.25,0.0,0,2021,1,NASDAQ-GS,Consumer Discretionary,Apparel,"631,607","413,887","651,405,593",$52.32/$50.15,$101.65/$39.58,$49.60,5.8,2.07%,$8.68,$1.00
266,266,MLKN,6,02/25/2021,05/26/2022,3.0,$0.1875,0.0,0,2021,34,NASDAQ-GS,Consumer Discretionary,Wholesale Distributors,"732,065","382,413","2,172,220,788",$29.03/$28.21,$49.31/$25.58,$27.88,0.0,2.79%,$-0.70,$0.75
267,267,SPGI,27,02/23/2016,08/25/2022,2.888888888888889,$0.85,21.951219512195124,1,2016,6,NYSE,Finance,Advertising,"4,890,256","898,922","116,130,234,000",$342.14/$333.75,$484.21/$311.87,$333.74,24.65,1.05%,$13.86,$3.40
268,268,TOPS,8,12/20/2004,04/12/2006,2.0,$2.50,2280.952380952381,0,2004,18,NASDAQ-CM,Consumer Discretionary,Marine Transportation,"688,048","652,569","15,932,789",$0.42/$0.39,$1.75/$0.38,$0.392,N/A,N/A,N/A,N/A
269,269,RILYO,14,07/12/2019,10/13/2022,2.7857142857142856,$0.421875,7.142857142857139,1,2019,3,NASDAQ-GM,Consumer Discretionary,Business Services,"11,398",N/A,N/A,$25.08/$25.00,$26.19/$24.68,$25.03,N/A,6.74%,N/A,$1.6875
270,270,INTU,44,10/05/2011,07/08/2022,2.9318181818181817,$0.68,31.57894736842104,1,2011,11,NASDAQ-GS,Technology,Computer Software: Prepackaged Software,"2,633,016","1,991,809","117,801,007,181",$419.68/$407.33,$716.86/$339.36,$400.75,47.35,0.71%,$8.82,$2.72
271,271,AEP,72,08/06/2004,05/09/2022,3.0,$0.78,9.523809523809533,2,2004,22,NASDAQ-GS,Utilities,Electric Utilities: Central,"3,647,236","2,843,655","48,067,734,874",$93.89/$92.42,$104.81/$80.22,$92.41,17.9,3.45%,$5.23,$3.12
272,272,BANR,106,12/27/1995,05/02/2022,2.990566037735849,$0.44,1100.0,3,1995,27,NASDAQ-GS,Finance,Major Banks,"502,593","180,809","1,921,248,092",$56.08/$54.99,$66.79/$49.10,$55.02,9.79,3.17%,$5.71,$1.76
273,273,FRAF,12,08/01/2019,05/05/2022,3.0,$0.32,3.333333333333343,1,2019,24,NASDAQ-CM,Finance,Major Banks,"3,034","10,872","130,618,199",$30.06/$29.30,$35.00/$28.05,$29.85,7.34,4.27%,$3.99,$1.28
274,274,BELFA,77,07/11/2003,07/14/2022,2.961038961038961,$0.06,50.0,2,2003,19,NASDAQ-GS,N/A,N/A,"2,507","1,760","271,107,693",$22.00/$21.50,$23.95/$12.38,$21.75,10.62,1.1%,$2.04,$0.24
275,275,DAL,27,08/07/2013,02/19/2020,2.888888888888889,$0.403,50.37037037037035,1,2013,9,NYSE,Consumer Discretionary,Air Freight/Delivery Services,"16,949,592","31,051,806","20,001,010,068",$31.29/$29.52,$46.27/$28.76,$29.56,39.49,N/A,$0.79,N/A
276,276,USB,37,06/26/2013,06/29/2022,2.918918918918919,$0.46,23.333333333333343,1,2013,9,NYSE,Finance,Major Banks,"6,924,988","7,357,115","70,602,371,548",$47.72/$45.88,$63.57/$44.79,$45.72,10.24,3.96%,$4.64,$1.84
277,277,DHCNI,41,10/11/2012,10/13/2022,2.926829268292683,$0.3515625,0.0,1,2012,10,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,"4,265",N/A,N/A,$17.28/$16.80,$24.86/$15.70,$16.62,N/A,8.46%,N/A,$1.4063
278,278,PEGA,65,06/29/2006,06/30/2022,2.953846153846154,$0.03,100.0,2,2006,16,NASDAQ-GS,Technology,EDP Services,"691,561","620,221","4,313,486,609",$53.15/$50.67,$143.66/$36.50,$50.41,0.0,0.26%,$-0.72,$0.12
279,279,ED,36,08/12/2013,05/17/2022,2.9166666666666665,$0.79,3.6231884057971087,1,2013,9,NYSE,Utilities,Power Generation,"1,666,975","2,163,118","32,924,628,588",$93.18/$91.37,$101.12/$71.17,$91.31,21.46,3.55%,$4.33,$3.16
280,280,GPN,36,08/14/2013,06/09/2022,2.9444444444444446,$0.25,1850.0,1,2013,9,NYSE,Consumer Discretionary,Business Services,"5,806,995","1,892,664","33,463,798,282",$119.45/$114.23,$196.88/$105.52,$112.90,34.06,0.9%,$3.49,$1.00
281,281,RIOT,1,10/12/2017,10/12/2017,0.0,$1.00,0.0,0,2017,5,NASDAQ-CM,Technology,Retail: Computer Software & Peripheral Equipment,"16,972,519","11,821,552","702,455,601",$5.41/$4.99,$46.28/$4.36,$4.94,34.6,N/A,$0.15,N/A
282,282,BBGI,25,03/27/2014,03/30/2020,3.0,$0.05,11.111111111111114,1,2014,17,NASDAQ-GM,Consumer Discretionary,Broadcasting,"16,799","23,732","39,975,516",$1.36/$1.35,$3.39/$1.25,$1.325,7.56,N/A,$0.18,N/A
283,283,SPG,8,10/08/2020,06/08/2022,2.875,$1.70,10.0,1,2020,9,NYSE,Real Estate,Real Estate Investment Trusts,"4,455,167","6,640,832","32,739,773,794",$100.52/$97.49,$171.12/$93.50,$96.70,14.69,7.09%,$6.78,$6.80
284,284,SLGN,19,11/30/2017,05/31/2022,3.0,$0.16,16.666666666666686,1,2017,18,NASDAQ-GS,Industrials,Containers/Packaging,"987,605","518,103","4,703,477,277",$42.53/$40.58,$46.98/$37.10,$40.28,12.75,1.61%,$3.33,$0.64
285,285,CHMG,95,12/18/1998,06/16/2022,2.968421052631579,$0.31,19.230769230769223,3,1998,24,NASDAQ-GS,Finance,Major Banks,"8,433","3,604","202,148,467",$43.83/$42.55,$49.50/$40.74,$41.74,7.57,3.03%,$5.71,$1.24
286,286,GCMG,6,02/26/2021,05/31/2022,2.5,$0.10,33.33333333333334,0,2021,1,NASDAQ-GM,Finance,Finance/Investors Services,"678,566","339,854","1,261,428,240",$7.10/$6.76,$12.38/$6.26,$6.85,18.03,6.08%,$0.38,$0.40
287,287,PEBK,20,06/01/2018,06/02/2022,2.55,$0.18,40.0,1,2018,34,NASDAQ-GM,Finance,Major Banks,637,"3,310","152,316,888",$26.93/$26.93,$30.00/$24.78,$26.42,10.64,2.67%,$2.53,$0.72
288,288,EML,91,11/23/1999,05/12/2022,2.967032967032967,$0.11,177.77777777777777,3,1999,23,NASDAQ-GM,Industrials,Industrial Specialties,"11,381","6,128","118,868,647",$19.46/$19.05,$32.67/$19.15,$19.21,14.22,2.28%,$1.34,$0.44
289,289,PARA,66,02/24/2006,06/14/2022,2.9696969696969697,$0.24,100.0,2,2006,16,NASDAQ-GS,Consumer Discretionary,Movies/Entertainment,"7,962,257","10,111,469","16,720,829,344",$25.88/$24.61,$47.45/$23.69,$24.52,4.22,3.93%,$6.11,$0.96
290,290,FISI,92,09/15/1999,06/16/2022,2.967391304347826,$0.29,25.0,3,1999,23,NASDAQ-GS,Finance,Major Banks,"211,280","42,491","431,892,944",$28.46/$26.08,$34.43/$25.64,$26.08,6.36,4.38%,$4.44,$1.16
291,291,WSBC,135,12/12/1988,06/09/2022,2.977777777777778,$0.34,11.53846153846152,4,1988,34,NASDAQ-GS,Finance,Major Banks,"591,103","250,050","1,941,438,875",$32.39/$31.73,$38.37/$30.21,$31.57,10.23,4.22%,$3.15,$1.36
292,292,LAND,113,02/13/2013,06/21/2022,0.991150442477876,$0.0454,275.0,1,2013,9,NASDAQ-GM,Real Estate,Real Estate Investment Trusts,"313,455","382,134","784,435,598",$23.35/$22.75,$42.10/$21.23,$22.81,0.0,2.38%,$-0.29,$0.545
293,293,AFL,36,08/19/2013,05/17/2022,2.9166666666666665,$0.40,21.212121212121204,1,2013,9,NYSE,Finance,Accident &Health Insurance,"3,295,593","3,556,064","35,937,939,575",$55.93/$53.71,$67.20/$51.28,$53.65,9.16,2.97%,$6.09,$1.60
294,294,CHK,5,05/21/2021,05/18/2022,2.4,$2.34,304.0,0,2021,1,NASDAQ-GS,Energy,Oil & Gas Production,"15,768,296","2,154,068","10,658,161,409",$83.92/$76.01,$105.00/$48.19,$76.34,0.0,2.42%,$-3.18,$2.00
295,295,CMTL,48,10/20/2010,07/19/2022,2.9375,$0.10,10.000000000000014,1,2010,12,NASDAQ-GS,Technology,Radio And Television Broadcasting And Communications Equipment,"264,225","134,551","258,108,138",$9.84/$9.66,$27.70/$8.42,$9.65,0.0,4.2%,$-1.10,$0.40
296,296,RMR,26,04/21/2016,04/22/2022,2.769230769230769,$0.40,1742.1052631578948,1,2016,6,NASDAQ-CM,Finance,Real Estate,"281,207","72,480","469,963,745",$28.54/$27.59,$47.12/$26.55,$27.57,12.95,5.77%,$2.20,$1.60
297,297,EWCZ,1,04/21/2022,04/21/2022,0.0,$3.30,0.0,0,2022,0,NASDAQ-GS,Consumer Discretionary,Package Goods/Cosmetics,"1,690,826","506,835","834,191,807",$21.81/$20.58,$34.67/$18.55,$20.77,176.25,N/A,$0.12,N/A
298,298,BSET,9,11/12/2020,05/12/2022,2.333333333333333,$0.14,971.4285714285712,1,2020,34,NASDAQ-GS,Consumer Discretionary,Home Furnishings,"1,205,770","79,847","167,020,224",$17.70/$16.12,$27.74/$13.16,$16.23,8.64,3.48%,$2.00,$0.56
299,299,CHNGU,12,09/13/2019,06/14/2022,2.75,$0.75,1.1190508291762171,1,2019,3,NASDAQ-GS,Health Care,Managed Health Care,"6,176",N/A,N/A,$75.75/$75.17,$78.54/$62.75,$74.85,N/A,4.01%,N/A,$3.00
300,300,CARR,9,06/25/2020,06/22/2022,2.6666666666666665,$0.15,50.0,1,2020,2,NYSE,Consumer Discretionary,Wholesale Distributors,"15,472,996","5,613,105","30,791,175,598",$36.40/$34.97,$58.89/$34.12,$34.82,12.02,1.73%,$3.02,$0.60
301,301,LANC,135,12/05/1988,06/08/2022,2.977777777777778,$0.80,1394.4444444444446,4,1988,34,NASDAQ-GS,Consumer Staples,Packaged Foods,"183,761","134,645","3,640,334,940",$132.78/$128.35,$201.31/$116.85,$128.77,39.6,2.54%,$3.34,$3.20
302,302,GLW,36,08/28/2013,05/27/2022,2.9166666666666665,$0.27,20.0,1,2013,9,NYSE,Technology,Industrial Machinery/Components,"8,747,461","5,476,354","27,669,505,434",$32.80/$31.90,$43.47/$30.95,$31.61,26.21,3.42%,$1.25,$1.08
303,303,MCBS,11,10/31/2019,05/03/2022,2.8181818181818183,$0.15,20.0,1,2019,3,NASDAQ-GS,Finance,Major Banks,"207,888","42,076","546,229,312",$21.63/$19.91,$29.82/$17.27,$19.94,8.06,3.03%,$2.66,$0.60
304,304,IPG,36,08/29/2013,06/03/2022,2.9444444444444446,$0.29,26.66666666666667,1,2013,9,NYSE,Consumer Discretionary,Advertising,"5,388,841","4,013,273","11,014,724,008",$28.21/$27.15,$39.98/$26.43,$26.94,10.93,4.26%,$2.56,$1.16
305,305,PSEC,169,12/08/2004,08/26/2022,1.2544378698224852,$0.06,40.0,2,2004,18,NASDAQ-GS,Finance,Finance/Investors Services,"1,612,214","1,991,141","2,792,114,009",$7.14/$6.95,$9.06/$6.66,$6.90,3.24,10.45%,$2.20,$0.72
306,306,VIOT,1,03/27/2019,03/27/2019,0.0,$0.10,0.0,0,2019,3,NASDAQ-GS,Consumer Discretionary,Home Furnishings,"132,309","71,411","127,824,592",$1.87/$1.80,$8.59/$1.14,$1.78,0.0,N/A,$-0.02,N/A
307,307,TRIP,1,11/19/2019,11/19/2019,0.0,$3.50,0.0,0,2019,3,NASDAQ-GS,N/A,N/A,"4,042,516","2,352,727","2,697,447,117",$19.34/$18.41,$42.62/$18.00,$18.30,0.0,N/A,$-0.73,N/A
308,308,CHX,2,04/07/2022,06/30/2022,1.0,$0.075,0.0,0,2022,0,NASDAQ-GS,Industrials,Construction/Ag Equipment/Trucks,"8,948,102","1,810,492","3,962,244,584",$19.86/$18.66,$28.08/$18.42,$18.75,28.23,1.5%,$0.69,$0.30
309,309,WIRE,63,01/03/2007,06/30/2022,2.9365079365079363,$0.02,0.0,2,2007,15,NASDAQ-GS,Industrials,Metal Fabrications,"326,306","225,527","2,122,302,846",$109.33/$104.28,$151.64/$65.98,$103.58,3.34,0.07%,$32.20,$0.08
310,310,TPR,3,12/02/2021,06/02/2022,3.0,$0.25,0.0,0,2021,5,NYSE,Consumer Discretionary,Apparel,"4,001,665","5,921,422","8,392,573,092",$33.62/$32.56,$47.05/$26.39,$32.09,10.75,3.21%,$3.10,$1.00
311,311,RE,36,08/26/2013,05/24/2022,2.9166666666666665,$1.65,56.25,1,2013,9,NYSE,Finance,Property-Casualty Insurers,"323,784","297,155","11,168,436,742",$283.66/$273.94,$308.20/$234.87,$272.23,8.44,2.43%,$33.57,$6.60
312,312,WMG,8,08/24/2020,05/20/2022,2.625,$0.15,25.0,1,2020,2,NASDAQ-GS,Consumer Discretionary,Movies/Entertainment,"466,487","1,598,195","13,483,890,622",$26.23/$25.49,$50.23/$24.19,$25.18,36.89,2.38%,$0.71,$0.60
313,313,MATW,111,09/26/1994,05/06/2022,2.990990990990991,$0.22,45.45454545454547,3,1994,28,NASDAQ-GS,Industrials,Consumer Electronics/Appliances,"260,164","126,167","907,255,067",$29.00/$28.17,$39.76/$27.62,$28.10,0.0,3.09%,$-0.70,$0.88
314,314,RGCO,117,04/11/1994,07/14/2022,2.8974358974358974,$0.195,1425.4237288135594,3,1994,28,NASDAQ-GM,Utilities,Oil & Gas Production,"3,802","12,226","183,099,591",$18.97/$18.59,$26.02/$18.01,$18.50,0.0,4.22%,$-2.39,$0.78
315,315,EVLMC,73,05/02/2016,01/03/2023,1.0,,262.8205128205129,1,2016,0,NASDAQ-GM,Finance,Investment Managers,N/A,N/A,N/A,N/A,$100.04/$99.96,$99.96,N/A,0.21%,N/A,$0.2052
316,316,PINC,8,08/31/2020,05/31/2022,2.625,$0.20,5.263157894736835,1,2020,2,NASDAQ-GS,Health Care,Managed Health Care,"947,227","554,028","4,385,564,673",$37.21/$35.96,$42.15/$33.26,$36.06,16.09,2.23%,$2.31,$0.80
317,317,ORRF,28,08/05/2015,04/29/2022,2.9642857142857144,$0.19,20.0,1,2015,0,NASDAQ-CM,Finance,Major Banks,"108,642","45,729","278,691,861",$25.40/$24.51,$25.84/$21.81,$24.58,9.0,3.05%,$2.80,$0.76
318,318,WSTG,77,04/03/2003,05/13/2022,2.9740259740259742,$0.17,10.0,2,2003,19,NASDAQ-GM,Technology,Retail: Computer Software & Peripheral Equipment,"4,384","13,444","153,480,588",$37.54/$34.05,$39.45/$24.25,$33.82,14.16,2.05%,$2.43,$0.68
319,319,SWBI,7,09/16/2020,03/16/2022,2.571428571428572,$0.08,60.0,1,2020,2,NASDAQ-GS,Consumer Discretionary,Ordnance And Accessories,"6,315,525","869,164","748,192,867",$16.72/$13.90,$39.61/$13.02,$14.36,4.05,2.44%,$4.06,$0.32
320,320,CVLY,9,04/27/2020,04/25/2022,3.0,$0.15,30.0,1,2020,25,NASDAQ-GM,Finance,Savings Institutions,"59,670","10,206","209,618,684",$22.84/$21.92,$24.48/$19.61,$22.30,15.49,2.67%,$1.42,$0.60
321,321,MAS,36,07/02/2013,05/26/2022,2.9444444444444446,$0.28,67.85714285714283,1,2013,9,NYSE,Industrials,Building Products,"4,187,887","2,266,283","12,221,714,792",$51.94/$50.00,$71.06/$46.27,$49.53,22.82,2.37%,$2.27,$1.12
322,322,BHFAO,8,09/09/2020,06/09/2022,2.625,$0.421875,0.0,1,2020,2,NASDAQ-GS,Finance,Life Insurance,"31,825",N/A,N/A,$24.46/$23.99,$29.34/$23.42,$24.18,N/A,6.98%,N/A,$1.6875
323,323,YY,8,09/03/2020,06/22/2022,2.625,$0.51,64.51612903225808,1,2020,2,NASDAQ-GS,Technology,EDP Services,"622,682","760,850","2,337,632,968",$32.91/$29.85,$71.39/$23.14,$30.00,0.0,6.89%,$-0.92,$2.03
324,324,DOW,12,08/29/2019,05/27/2022,3.0,$0.70,0.0,1,2019,9,NYSE,Industrials,Industrial Specialties,"9,108,956","4,590,714","38,691,331,884",$53.80/$51.19,$71.86/$50.42,$51.06,5.79,5.35%,$9.17,$2.80
325,325,ACGLN,5,09/14/2021,09/14/2022,2.4,$0.284375,1.4210854715202004e-14,0,2021,1,NASDAQ-GS,Finance,Property-Casualty Insurers,"13,835",N/A,N/A,$19.55/$19.09,$26.76/$17.96,$19.075,N/A,5.96%,N/A,$1.1375
326,326,HFBL,68,07/25/2005,04/29/2022,2.9558823529411766,$0.10,33.33333333333334,2,2005,17,NASDAQ-CM,Finance,Savings Institutions,609,385,"65,273,651",$19.26/$19.25,$23.55/$17.62,$19.50,13.18,2.04%,$1.46,$0.40
327,327,EZPW,7,08/07/1998,02/04/2000,2.571428571428572,$0.0125,0.0,0,1998,24,NASDAQ-GS,Miscellaneous,Diversified Commercial Services,"502,937","341,961","436,813,936",$7.90/$7.64,$8.80/$5.50,$7.72,19.77,N/A,$0.39,N/A
328,328,BRY,6,06/14/2021,06/14/2022,2.5,$0.06,116.66666666666669,0,2021,4,NASDAQ-GS,Energy,Oil & Gas Production,"3,778,321","836,331","602,472,241",$7.85/$7.42,$12.85/$4.72,$7.42,0.0,3.02%,$-0.64,$0.24
329,329,GWRS,74,05/13/2016,06/15/2022,0.9864864864864864,$0.02458,9.999999999999986,1,2016,6,NASDAQ-GM,Utilities,Water Supply,"64,524","23,256","319,131,342",$14.18/$13.27,$21.25/$12.54,$13.60,64.05,2.24%,$0.22,$0.295
330,330,SMMF,29,06/11/2015,06/14/2022,3.0,$0.18,25.0,1,2015,0,NASDAQ-GS,Finance,Major Banks,"72,007","18,275","365,693,277",$28.94/$28.07,$28.39/$21.00,$28.17,8.02,2.59%,$3.57,$0.72
331,331,HNNAZ,2,03/14/2022,06/14/2022,1.5,$0.3046875,1.5625,0,2022,0,NASDAQ-GM,N/A,N/A,"1,370",N/A,N/A,$24.69/$24.36,$27.65/$24.60,$24.74,N/A,4.93%,N/A,$1.2188
332,332,MO,37,06/12/2013,06/14/2022,2.918918918918919,$0.90,14.285714285714292,1,2013,9,NYSE,Consumer Discretionary,Farming/Seeds/Milling,"31,383,192","7,992,672","78,578,185,561",$43.83/$42.22,$57.05/$41.00,$42.51,26.46,8.67%,$1.64,$3.60
333,333,POOL,73,05/20/2004,05/13/2022,2.958904109589041,$1.00,37.93103448275863,2,2004,18,NASDAQ-GS,Consumer Discretionary,Recreational Games/Products/Toys,"583,887","448,622","14,286,496,016",$365.02/$354.45,$582.26/$324.14,$353.03,19.86,1.19%,$17.97,$4.00
334,334,TROW,136,12/23/1988,06/14/2022,2.911764705882353,$1.20,284.6153846153846,4,1988,34,NASDAQ-GS,Finance,Investment Managers,"4,002,598","1,744,540","27,616,539,209",$121.53/$115.68,$224.56/$104.72,$115.00,9.83,4.31%,$12.36,$4.80
335,335,AMTB,3,12/21/2021,05/12/2022,1.6666666666666667,$0.09,50.0,0,2021,1,NASDAQ-GS,Finance,Major Banks,"297,272","119,718","960,186,165",$28.74/$27.93,$36.72/$20.23,$27.92,9.09,0.21%,$3.09,$0.06
336,336,PFIN,16,03/29/2016,02/21/2020,2.9375,$0.05,0.0,1,2016,27,NASDAQ-GM,Industrials,Industrial Machinery/Components,"7,082","2,198","18,356,020",$5.78/$5.71,$7.45/$5.21,$5.72,9.16,N/A,$0.63,N/A
337,337,AEE,37,09/09/2013,06/07/2022,2.8378378378378377,$0.59,7.272727272727266,1,2013,9,NYSE,Utilities,Power Generation,"3,015,258","1,339,189","22,700,692,142",$88.51/$85.31,$99.20/$79.35,$85.31,22.54,2.83%,$3.90,$2.36
338,338,ATNI,91,12/29/1999,06/29/2022,3.0,$0.17,16.666666666666686,3,1999,30,NASDAQ-GS,Telecommunications,Telecommunications Equipment,"95,184","44,737","744,881,142",$47.53/$45.15,$48.24/$32.07,$45.45,0.0,1.51%,$-1.75,$0.68
339,339,WHLRD,9,09/28/2016,09/27/2018,2.6666666666666665,$0.546875,800.8237232289949,0,2016,6,NASDAQ-CM,Real Estate,Real Estate Investment Trusts,"6,204",N/A,N/A,$13.40/$13.25,$18.20/$12.56,$13.40,N/A,N/A,N/A,N/A
340,340,GECCN,17,12/12/2019,12/14/2023,2.823529411764706,$0.410764,1.1236234741223114,1,2019,0,NASDAQ-GM,Finance,Finance/Investors Services,"4,351",N/A,N/A,$24.63/$24.01,$25.59/$24.25,$24.60,N/A,6.53%,N/A,$1.6069
341,341,ROIC,6,06/17/2021,06/16/2022,2.5,$0.13,85.7142857142857,0,2021,12,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,"1,759,030","1,263,636","2,036,935,038",$16.47/$16.05,$20.09/$15.06,$15.94,34.89,3.31%,$0.47,$0.52
342,342,SHIP,1,06/27/2022,06/27/2022,3.0,$0.025,-50.0,0,2022,14,NASDAQ-CM,N/A,N/A,"4,360,995","3,409,202","126,724,408",$0.84/$0.81,$1.62/$0.78,$0.8105,3.45,12.35%,$0.24,$0.10
343,343,GILD,29,06/12/2015,06/14/2022,2.896551724137931,$0.73,10.63829787234043,1,2015,7,NASDAQ-GS,Health Care,Biotechnology: Pharmaceutical Preparations,"9,207,746","8,160,865","79,122,092,300",$63.13/$61.85,$74.12/$57.16,$62.58,17.62,4.75%,$3.58,$2.92
344,344,LANDO,21,10/26/2020,06/21/2022,0.9523809523809524,$0.125,0.0,1,2020,2,NASDAQ-GM,Real Estate,Real Estate Investment Trusts,"12,201",N/A,N/A,$26.27/$26.07,$26.75/$25.35,$26.25,N/A,5.71%,N/A,$1.50
345,345,HPK,4,07/14/2021,04/29/2022,2.25,$0.025,0.0,0,2021,1,NASDAQ-GM,Energy,Oil & Gas Production,"635,740","722,224","2,634,354,477",$26.68/$25.12,$38.21/$7.60,$25.19,78.63,0.37%,$0.32,$0.10
346,346,BKCC,60,09/12/2007,06/15/2022,2.95,$0.10,100.0,2,2007,15,NASDAQ-GS,Finance,Investment Managers,"381,661","285,441","266,944,147",$3.68/$3.58,$4.38/$3.43,$3.61,5.25,11.02%,$0.69,$0.40
347,347,DXC,13,03/27/2017,03/24/2020,2.769230769230769,$0.21,28.571428571428555,1,2017,5,NYSE,Technology,EDP Services,"1,667,599","3,472,077","7,383,403,395",$32.18/$30.40,$44.18/$27.28,$30.29,11.28,N/A,$2.85,N/A
348,348,HON,84,08/16/2001,05/12/2022,2.9761904761904763,$0.98,14.999999999999986,3,2001,0,NASDAQ-GS,Industrials,Consumer Electronics/Appliances,"4,155,299","3,351,668","122,545,542,059",$180.14/$175.70,$236.86/$172.92,$174.57,23.91,2.21%,$7.53,$3.92
349,349,HTLF,100,12/09/1998,05/12/2022,2.81,$0.27,220.0,3,1998,24,NASDAQ-GS,Finance,Major Banks,"209,693","116,709","1,790,988,777",$42.76/$41.82,$54.00/$40.34,$41.50,8.59,2.56%,$4.92,$1.08
350,350,NICE,16,05/21/2013,02/23/2017,2.8125,$0.16,0.0,0,2013,9,NASDAQ-GS,Technology,Computer Manufacturing,"232,269","255,592","13,053,845,249",$206.19/$202.52,$319.88/$179.13,$200.88,68.49,N/A,$3.00,N/A
351,351,FITBO,11,12/26/2019,06/27/2022,2.727272727272727,$0.30938,0.0,1,2019,3,NASDAQ-GS,Finance,Major Banks,"15,637",N/A,N/A,$22.45/$22.06,$27.99/$19.76,$22.2317,N/A,5.57%,N/A,$1.2375
352,352,ES,30,02/26/2015,05/18/2022,2.9,$0.637,6.741573033707866,1,2015,7,NYSE,Utilities,Electric Utilities: Central,"1,449,487","1,488,130","28,745,592,636",$83.62/$81.86,$94.63/$77.06,$82.10,22.17,3.16%,$3.76,$2.55
353,353,MCK,36,08/29/2013,05/31/2022,2.9166666666666665,$0.47,21.428571428571416,1,2013,9,NYSE,Health Care,Other Pharmaceuticals,"3,739,467","1,130,057","46,168,425,211",$322.11/$310.37,$339.94/$186.61,$314.66,44.6,0.6%,$7.21,$1.88
